word,classification,reason,confidence,frequency,length,is_hindi
देता,correct_spelling,in_dictionary,1.0,48,4,True
देती,correct_spelling,in_dictionary,1.0,32,4,True
देते,correct_spelling,in_dictionary,1.0,75,4,True
देतो,incorrect_spelling,hapax_legomenon,0.6,1,4,True
देन,correct_spelling,low_frequency,0.5,2,3,True
देना,correct_spelling,in_dictionary,1.0,43,4,True
"देना,",incorrect_spelling,hapax_legomenon,0.6,1,5,True
देनिक,incorrect_spelling,hapax_legomenon,0.6,1,5,True
देनी,correct_spelling,medium_frequency,0.6,5,4,True
देने,correct_spelling,high_frequency,0.7,21,4,True
देया,incorrect_spelling,hapax_legomenon,0.6,1,4,True
देर,correct_spelling,high_frequency,0.7,32,3,True
देरी,correct_spelling,medium_frequency,0.6,9,4,True
"देलहि,",incorrect_spelling,hapax_legomenon,0.6,1,6,True
देवस,incorrect_spelling,hapax_legomenon,0.6,1,4,True
देवा,incorrect_spelling,hapax_legomenon,0.6,1,4,True
देवी,incorrect_spelling,hapax_legomenon,0.6,1,4,True
देश,correct_spelling,in_dictionary,1.0,36,3,True
देहली,incorrect_spelling,hapax_legomenon,0.6,1,5,True
दे।,incorrect_spelling,hapax_legomenon,0.6,1,3,True
दैट,incorrect_spelling,hapax_legomenon,0.6,1,3,True
दैन,incorrect_spelling,hapax_legomenon,0.6,1,3,True
दैनिक,correct_spelling,low_frequency,0.5,4,5,True
दैनियता,incorrect_spelling,hapax_legomenon,0.6,1,7,True
दो,correct_spelling,in_dictionary,1.0,137,2,True
दोगे,correct_spelling,low_frequency,0.5,2,4,True
"दोगे,",incorrect_spelling,hapax_legomenon,0.6,1,5,True
दोतीन,correct_spelling,low_frequency,0.5,3,5,True
दोना,incorrect_spelling,hapax_legomenon,0.6,1,4,True
दोनो,correct_spelling,low_frequency,0.5,2,4,True
दोनों,incorrect_spelling,invalid_character_combination,0.9,39,5,True
दोपहर,correct_spelling,in_dictionary,1.0,5,5,True
दोबारा,correct_spelling,medium_frequency,0.6,5,6,True
दोष,incorrect_spelling,hapax_legomenon,0.6,1,3,True
दोस,correct_spelling,low_frequency,0.5,2,3,True
दोसा,incorrect_spelling,hapax_legomenon,0.6,1,4,True
दोसी,incorrect_spelling,hapax_legomenon,0.6,1,4,True
दोस्त,correct_spelling,high_frequency,0.7,91,5,True
दोस्ती,correct_spelling,high_frequency,0.7,10,6,True
दोस्ते,correct_spelling,low_frequency,0.5,2,6,True
दोस्तो,correct_spelling,low_frequency,0.5,2,6,True
दोस्तों,incorrect_spelling,invalid_character_combination,0.9,50,7,True
दोहराता,correct_spelling,low_frequency,0.5,2,7,True
दोहराते,correct_spelling,low_frequency,0.5,2,7,True
दोहा,incorrect_spelling,hapax_legomenon,0.6,1,4,True
दो।,incorrect_spelling,hapax_legomenon,0.6,1,3,True
दौड़,correct_spelling,medium_frequency,0.6,8,4,True
दौड़ता,incorrect_spelling,hapax_legomenon,0.6,1,6,True
दौड़ते,incorrect_spelling,hapax_legomenon,0.6,1,6,True
दौड़ना,correct_spelling,low_frequency,0.5,2,6,True
दौड़नी,correct_spelling,low_frequency,0.5,2,6,True
दौड़ने,incorrect_spelling,hapax_legomenon,0.6,1,6,True
दौड़ा,incorrect_spelling,hapax_legomenon,0.6,1,5,True
दौड़े,correct_spelling,low_frequency,0.5,2,5,True
दौर,correct_spelling,low_frequency,0.5,2,3,True
दौरान,correct_spelling,medium_frequency,0.6,8,5,True
द्वापर,incorrect_spelling,hapax_legomenon,0.6,1,6,True
द्वारा,correct_spelling,low_frequency,0.5,3,6,True
द्वारिका,incorrect_spelling,hapax_legomenon,0.6,1,8,True
धंधा,correct_spelling,low_frequency,0.5,2,4,True
धंधे,incorrect_spelling,hapax_legomenon,0.6,1,4,True
धंसा,incorrect_spelling,hapax_legomenon,0.6,1,4,True
धक्के,incorrect_spelling,hapax_legomenon,0.6,1,5,True
धड,incorrect_spelling,hapax_legomenon,0.6,1,2,True
धड़ाले,incorrect_spelling,hapax_legomenon,0.6,1,6,True
धन,correct_spelling,low_frequency,0.5,2,2,True
धन्यवा,incorrect_spelling,hapax_legomenon,0.6,1,6,True
धन्यवाद,correct_spelling,high_frequency,0.7,33,7,True
"धन्यवाद,",correct_spelling,low_frequency,0.5,3,8,True
धन्यवाद।,correct_spelling,low_frequency,0.5,4,8,True
धरी,correct_spelling,low_frequency,0.5,2,3,True
धरोहर,correct_spelling,low_frequency,0.5,2,5,True
धर्म,incorrect_spelling,hapax_legomenon,0.6,1,4,True
धर्मशाला,correct_spelling,medium_frequency,0.6,8,8,True
धर्मसआदा,incorrect_spelling,hapax_legomenon,0.6,1,8,True
धागा,incorrect_spelling,hapax_legomenon,0.6,1,4,True
धार्मिक,incorrect_spelling,hapax_legomenon,0.6,1,7,True
धाे,incorrect_spelling,invalid_character_combination,0.9,1,3,True
धीमी,incorrect_spelling,hapax_legomenon,0.6,1,4,True
धीरज,incorrect_spelling,hapax_legomenon,0.6,1,4,True
धीरे,correct_spelling,high_frequency,0.7,31,4,True
धीरेधीरे,correct_spelling,low_frequency,0.5,2,8,True
धुआं,incorrect_spelling,hapax_legomenon,0.6,1,4,True
धुएं,incorrect_spelling,hapax_legomenon,0.6,1,4,True
धूप,correct_spelling,medium_frequency,0.6,7,3,True
धूप।,incorrect_spelling,hapax_legomenon,0.6,1,4,True
धैर्य,correct_spelling,low_frequency,0.5,2,5,True
धोका,incorrect_spelling,hapax_legomenon,0.6,1,4,True
धोखा,correct_spelling,medium_frequency,0.6,5,4,True
धोता,correct_spelling,low_frequency,0.5,2,4,True
धोती,correct_spelling,low_frequency,0.5,2,4,True
धोना,incorrect_spelling,hapax_legomenon,0.6,1,4,True
धोराते,incorrect_spelling,hapax_legomenon,0.6,1,6,True
ध्यान,correct_spelling,high_frequency,0.7,34,5,True
ध्वनि,incorrect_spelling,hapax_legomenon,0.6,1,5,True
न,correct_spelling,in_dictionary,1.0,215,1,True
"न,",english_transliteration,non_devanagari,0.7,6,2,False
नंदन,incorrect_spelling,hapax_legomenon,0.6,1,4,True
नंदा,incorrect_spelling,hapax_legomenon,0.6,1,4,True
नंबर,correct_spelling,medium_frequency,0.6,7,4,True
नंबर।,incorrect_spelling,hapax_legomenon,0.6,1,5,True
नई,correct_spelling,high_frequency,0.7,51,2,True
नए,correct_spelling,high_frequency,0.7,76,2,True
नए-,incorrect_spelling,hapax_legomenon,0.6,1,3,True
नएनए,correct_spelling,low_frequency,0.5,2,4,True
नकल,correct_spelling,low_frequency,0.5,2,3,True
नकार,incorrect_spelling,hapax_legomenon,0.6,1,4,True
नकारते,incorrect_spelling,hapax_legomenon,0.6,1,6,True
नकारात्मक,correct_spelling,low_frequency,0.5,4,9,True
नकारात्मकता,incorrect_spelling,hapax_legomenon,0.6,1,11,True
नगरी,incorrect_spelling,hapax_legomenon,0.6,1,4,True
नजदीक,correct_spelling,low_frequency,0.5,3,5,True
नजदीकी,incorrect_spelling,hapax_legomenon,0.6,1,6,True
नजर,correct_spelling,low_frequency,0.5,3,3,True
नजरअंदाज,incorrect_spelling,hapax_legomenon,0.6,1,8,True
नजरया,incorrect_spelling,hapax_legomenon,0.6,1,5,True
नजरिया,correct_spelling,low_frequency,0.5,3,6,True
नजरों,incorrect_spelling,invalid_character_combination,0.9,1,5,True
नज़दीक,incorrect_spelling,hapax_legomenon,0.6,1,6,True
नजारे,incorrect_spelling,hapax_legomenon,0.6,1,5,True
नतीजा,correct_spelling,medium_frequency,0.6,7,5,True
नदी,correct_spelling,medium_frequency,0.6,7,3,True
नफरत,correct_spelling,medium_frequency,0.6,5,4,True
नमक,correct_spelling,high_frequency,0.7,14,3,True
नमस्कार,incorrect_spelling,hapax_legomenon,0.6,1,7,True
नमस्कार।,incorrect_spelling,hapax_legomenon,0.6,1,8,True
नमस्ता,incorrect_spelling,hapax_legomenon,0.6,1,6,True
नम्बर,incorrect_spelling,hapax_legomenon,0.6,1,5,True
नया,correct_spelling,in_dictionary,1.0,26,3,True
"नयीनयी,",incorrect_spelling,hapax_legomenon,0.6,1,7,True
नये,correct_spelling,low_frequency,0.5,3,3,True
नरवस,correct_spelling,low_frequency,0.5,2,4,True
नरेंन,incorrect_spelling,invalid_character_combination,0.9,1,5,True
नर्मदा,correct_spelling,low_frequency,0.5,2,6,True
नर्वस,correct_spelling,medium_frequency,0.6,8,5,True
नल,incorrect_spelling,hapax_legomenon,0.6,1,2,True
नलन्दा,correct_spelling,low_frequency,0.5,2,6,True
नवरात्रि,correct_spelling,low_frequency,0.5,3,8,True
नवी,incorrect_spelling,hapax_legomenon,0.6,1,3,True
नशा,correct_spelling,medium_frequency,0.6,8,3,True
नशे,correct_spelling,low_frequency,0.5,4,3,True
नसीब,incorrect_spelling,hapax_legomenon,0.6,1,4,True
नसे,incorrect_spelling,hapax_legomenon,0.6,1,3,True
नहाई,incorrect_spelling,hapax_legomenon,0.6,1,4,True
नहाता,incorrect_spelling,hapax_legomenon,0.6,1,5,True
नहाना,incorrect_spelling,hapax_legomenon,0.6,1,5,True
नहाने,correct_spelling,low_frequency,0.5,2,5,True
नही,correct_spelling,high_frequency,0.7,89,3,True
"नही,",incorrect_spelling,hapax_legomenon,0.6,1,4,True
नहीं,correct_spelling,in_dictionary,1.0,1447,4,True
"नहीं,",incorrect_spelling,invalid_character_combination,0.9,12,5,True
नहीं.,incorrect_spelling,invalid_character_combination,0.9,1,5,True
नहीं।,incorrect_spelling,invalid_character_combination,0.9,7,5,True
नही।,incorrect_spelling,hapax_legomenon,0.6,1,4,True
ना,correct_spelling,in_dictionary,1.0,609,2,True
"ना,",correct_spelling,high_frequency,0.7,12,3,True
"ना,कोई",incorrect_spelling,hapax_legomenon,0.6,1,6,True
ना.ना।,incorrect_spelling,hapax_legomenon,0.6,1,6,True
नां,incorrect_spelling,invalid_character_combination,0.9,2,3,True
नाइंटी,correct_spelling,low_frequency,0.5,2,6,True
नाइट,correct_spelling,low_frequency,0.5,2,4,True
नाइन,correct_spelling,low_frequency,0.5,4,4,True
नाइन्टीन,incorrect_spelling,hapax_legomenon,0.6,1,8,True
नाइन्टीस,incorrect_spelling,hapax_legomenon,0.6,1,8,True
नागरिक,correct_spelling,low_frequency,0.5,2,6,True
नागरिकों,incorrect_spelling,invalid_character_combination,0.9,2,8,True
नाटक,correct_spelling,low_frequency,0.5,4,4,True
नाते,incorrect_spelling,hapax_legomenon,0.6,1,4,True
नातो,incorrect_spelling,hapax_legomenon,0.6,1,4,True
नानी,correct_spelling,medium_frequency,0.6,5,4,True
नाप,correct_spelling,low_frequency,0.5,3,3,True
नापकर,incorrect_spelling,hapax_legomenon,0.6,1,5,True
नापसंद,incorrect_spelling,hapax_legomenon,0.6,1,6,True
नाम,correct_spelling,in_dictionary,1.0,37,3,True
नाय,incorrect_spelling,hapax_legomenon,0.6,1,3,True
नाराज,correct_spelling,low_frequency,0.5,2,5,True
नार्मल,correct_spelling,low_frequency,0.5,2,6,True
नालंदा,correct_spelling,medium_frequency,0.6,5,6,True
नाव,correct_spelling,medium_frequency,0.6,5,3,True
नावाचार,incorrect_spelling,hapax_legomenon,0.6,1,7,True
नाश्ता,correct_spelling,high_frequency,0.7,12,6,True
नाश्ते,incorrect_spelling,hapax_legomenon,0.6,1,6,True
ना।,correct_spelling,medium_frequency,0.6,5,3,True
नि,correct_spelling,medium_frequency,0.6,5,2,True
निंद,incorrect_spelling,invalid_character_combination,0.9,1,4,True
निक,correct_spelling,low_frequency,0.5,2,3,True
निकदे,incorrect_spelling,hapax_legomenon,0.6,1,5,True
निकल,correct_spelling,high_frequency,0.7,18,4,True
निकलता,correct_spelling,medium_frequency,0.6,8,6,True
निकलती,correct_spelling,low_frequency,0.5,4,6,True
निकलते,correct_spelling,low_frequency,0.5,2,6,True
निकलना,correct_spelling,medium_frequency,0.6,7,6,True
निकलने,correct_spelling,medium_frequency,0.6,7,6,True
निकला,correct_spelling,medium_frequency,0.6,7,5,True
निकली,incorrect_spelling,hapax_legomenon,0.6,1,5,True
निकले,correct_spelling,low_frequency,0.5,4,5,True
"निकलेंगे,",incorrect_spelling,invalid_character_combination,0.9,1,9,True
निकाल,correct_spelling,medium_frequency,0.6,8,5,True
निकालती,correct_spelling,low_frequency,0.5,2,7,True
निकालते,correct_spelling,low_frequency,0.5,2,7,True
निकालना,correct_spelling,low_frequency,0.5,2,7,True
निकालने,correct_spelling,medium_frequency,0.6,5,7,True
निकाला,correct_spelling,low_frequency,0.5,2,6,True
निकाली,incorrect_spelling,hapax_legomenon,0.6,1,6,True
निगाह,incorrect_spelling,hapax_legomenon,0.6,1,5,True
निजी,correct_spelling,low_frequency,0.5,3,4,True
निठलती,incorrect_spelling,hapax_legomenon,0.6,1,6,True
निडर,incorrect_spelling,hapax_legomenon,0.6,1,4,True
निन,incorrect_spelling,hapax_legomenon,0.6,1,3,True
निप,incorrect_spelling,hapax_legomenon,0.6,1,3,True
निपट,incorrect_spelling,hapax_legomenon,0.6,1,4,True
निपटने,correct_spelling,low_frequency,0.5,2,6,True
निपटाना,incorrect_spelling,hapax_legomenon,0.6,1,7,True
निबंध,incorrect_spelling,hapax_legomenon,0.6,1,5,True
निभा,incorrect_spelling,hapax_legomenon,0.6,1,4,True
निभाई,correct_spelling,low_frequency,0.5,3,5,True
निमंत्रण,correct_spelling,low_frequency,0.5,2,8,True
निम्बु,incorrect_spelling,hapax_legomenon,0.6,1,6,True
निम्बू,incorrect_spelling,hapax_legomenon,0.6,1,6,True
नियंत्रण,incorrect_spelling,hapax_legomenon,0.6,1,8,True
नियम,correct_spelling,medium_frequency,0.6,9,4,True
नियमावली,incorrect_spelling,hapax_legomenon,0.6,1,8,True
नियमों,incorrect_spelling,invalid_character_combination,0.9,2,6,True
नियर,incorrect_spelling,hapax_legomenon,0.6,1,4,True
निरंतरता,correct_spelling,low_frequency,0.5,3,8,True
निरस्त्र,incorrect_spelling,hapax_legomenon,0.6,1,8,True
निराकरण,incorrect_spelling,hapax_legomenon,0.6,1,7,True
निराश,correct_spelling,low_frequency,0.5,2,5,True
निरास,incorrect_spelling,hapax_legomenon,0.6,1,5,True
निर्देशक,incorrect_spelling,hapax_legomenon,0.6,1,8,True
निर्दोश,incorrect_spelling,hapax_legomenon,0.6,1,7,True
निर्दोष,correct_spelling,high_frequency,0.7,16,7,True
निर्दोस,correct_spelling,low_frequency,0.5,2,7,True
निर्भर,incorrect_spelling,hapax_legomenon,0.6,1,6,True
निर्माण,correct_spelling,low_frequency,0.5,2,7,True
निवास,incorrect_spelling,hapax_legomenon,0.6,1,5,True
निवेशन,incorrect_spelling,hapax_legomenon,0.6,1,6,True
निशान,correct_spelling,low_frequency,0.5,3,5,True
"निशान,",correct_spelling,low_frequency,0.5,2,6,True
निशुल्क,incorrect_spelling,hapax_legomenon,0.6,1,7,True
निश्चित,incorrect_spelling,hapax_legomenon,0.6,1,7,True
निष्कर्ष,incorrect_spelling,hapax_legomenon,0.6,1,8,True
नी,correct_spelling,high_frequency,0.7,13,2,True
नींद,incorrect_spelling,invalid_character_combination,0.9,11,4,True
नींबू,incorrect_spelling,invalid_character_combination,0.9,1,5,True
नीचा,incorrect_spelling,hapax_legomenon,0.6,1,4,True
नीचे,correct_spelling,in_dictionary,1.0,24,4,True
नीड़,incorrect_spelling,hapax_legomenon,0.6,1,4,True
नीतियां,incorrect_spelling,invalid_character_combination,0.9,1,7,True
नीद,incorrect_spelling,hapax_legomenon,0.6,1,3,True
नीद्,incorrect_spelling,invalid_character_combination,0.9,1,4,True
नीरज,incorrect_spelling,hapax_legomenon,0.6,1,4,True
नीले,incorrect_spelling,hapax_legomenon,0.6,1,4,True
नु,incorrect_spelling,hapax_legomenon,0.6,1,2,True
नुकस,incorrect_spelling,hapax_legomenon,0.6,1,4,True
नुकसान,correct_spelling,medium_frequency,0.6,6,6,True
नूडल्स,correct_spelling,low_frequency,0.5,2,6,True
ने,correct_spelling,high_frequency,0.7,135,2,True
नेक्स्ट,correct_spelling,high_frequency,0.7,36,7,True
नेक्स्ट_नेक्स्ट,incorrect_spelling,hapax_legomenon,0.6,1,15,True
नेगेटिव,correct_spelling,low_frequency,0.5,4,7,True
